rating,date,variation,verified_reviews,feedback,review_length,new_reviews,sentiment
5,24-Jun-18,Black,Works as expected!,1,18,work expect,positive
5,23-Jun-18,Black,No problems,1,11,problem,positive
5,23-Jun-18,Black,Have these in almost every room. I really have enjoyed them. Works perfectly.,1,77,almost every room really enjoy work perfectly,positive
5,23-Jun-18,Black,Purchased for grandson.,1,23,purchase grandson,positive
5,22-Jun-18,White,Like new,1,8,like new,positive
5,22-Jun-18,Black,Happy with this as I was with the other 2 I ordered!!,1,53,happy 2 order,positive
5,22-Jun-18,White,"Love the dots, especially with the ability to talk from one to the other, these are really convenient. No issues with the refurbished as they are like new.",1,155,love dot especially ability talk one really convenient issue refurbish like new,positive
3,21-Jun-18,Black,"Started taking on her own! Haven’t used it since I unplugged it that day. No one was talking, my daughter was laying in bed next to be and she just started going on about the movie Moana and completely scared the sh*t out of my daughter now.",1,241,start take have not use since unplugged day one talk daughter lay bed next start go movie moana completely scare sht daughter,negative
5,21-Jun-18,Black,It works great the speaker sounds fine and overall would recommend,1,66,work great speaker sound fine overall would recommend,positive
5,21-Jun-18,Black,Great! Just like new!,1,21,great like new,positive
5,21-Jun-18,Black,"Loved the price for an essentially brand new Dot!! Opening it, you really couldn’t tell that it was refurbished. Everything looked brand new. For $20 less than a new unit, I couldn’t consider this a better deal! I really love the versatility of the echo dot. Get you one while you can!",1,285,love price essentially brand new dot opening really could not tell refurbish everything look brand new 20 less new unit could not consider well deal really love versatility echo dot get one,positive
5,21-Jun-18,Black,Pleased with the order just what I wanted!!,1,43,pleased order want,positive
5,21-Jun-18,White,"I think I now have 5 of these throughout the house. So convenient to set a timer or check the weather or whatever, wherever.",1,124,think 5 throughout house convenient set timer check weather whatever wherever,positive
5,21-Jun-18,Black,Love it -- the best.  My experience with refurbished devices is excellent.,1,74,love good experience refurbish device excellent,positive
5,21-Jun-18,White,Love the echo dot,1,17,love echo dot,positive
4,21-Jun-18,Black,"This refurbished item was fine,but I wasn't aware that there is a fee for having other echos set up in the rooms.  However, it was missing the cordThank you",1,156,refurbished item finebut be not aware fee echo set room however miss cordthank,positive
1,21-Jun-18,White,"Two weeks after setting it up it no longer works.  No connection, no light, no sound.  I guess I shouldn't have purchased a refurbished Dot.",0,140,two week set long work connection light sound guess should not purchase refurbish dot,negative
5,21-Jun-18,White,It worked like a brandnew unit! Great addition to my collection.,1,64,work like brandnew unit great addition collection,positive
5,21-Jun-18,White,"Great price, works perfectly. Saved the money on a refurb!! Would buy again!",1,76,great price work perfectly save money refurb would buy,positive
2,20-Jun-18,White, ,0,1,,negative
5,20-Jun-18,Black,Very.god,1,8,verygod,positive
1,20-Jun-18,White,Not good at all!,0,16,good,negative
5,20-Jun-18,Black,These are great. I bought one and then bought another right away. Grab a few of these and a few smart switched and you're set with smart home capabilities for under $150. Highly recommended.,1,190,great buy one buy another right away grab smart switch -PRON- be set smart home capability 150 highly recommend,positive
5,20-Jun-18,White,Just like new,1,13,like new,positive
5,20-Jun-18,Black,"Worked as it should, still need to figure out how to link to other devices though, only set up Sonos which was pretty easy. Not the products fault, just have not had time to figure it out.",1,188,work still need figure link device though set sonos pretty easy product fault time figure,positive
5,19-Jun-18,White,Very useful,1,11,useful,positive
1,19-Jun-18,Black,"This is the worst Amazon purchase I have made. I am big Amazon fan...love the brand...unlimited digital music...prime videos...even buy my online games, music, and movies through Amazon. This app I have tried to use it make simple purchases -- to do anything. It is useless.",0,274,bad amazon purchase make big amazon fanlove brandunlimite digital musicprime videoseven buy online game music movie amazon app try use make simple purchase anything useless,negative
4,19-Jun-18,Black,"Works very well, but the microphone don&#34;t pick up as well as the full size echo.  Audio quality is okay for the size.",1,121,work well microphone don34 t pick well full size echo audio quality okay size,positive
5,18-Jun-18,White,I bought two refurbished ones for work and home. They both work perfectly and appear brand new,1,94,buy two refurbish one work home work perfectly appear brand new,positive
5,18-Jun-18,White,Amazon doesn't disappoint.,1,26,amazon do not disappoint,positive
5,18-Jun-18,Black,Works great as a BT receiver with output connected to vintage stereo equipment.,1,79,work great bt receiver output connect vintage stereo equipment,positive
5,17-Jun-18,Black,"Working great this far.  Can't tell it's not new.  Will edit for longevity in a year, that's the real test.",1,107,work great far can not tell new edit longevity year that s real test,positive
5,17-Jun-18,Black,Amazing,1,7,amazing,positive
5,17-Jun-18,Black,i love everything,1,17,love everything,positive
4,17-Jun-18,White,"This used “dot” works fine, it compliments my Echo.",1,51,use dot work fine compliment echo,positive
5,16-Jun-18,Black,Works like a new one.  Can tell the difference from the new one I bough and the refurbished one.,1,96,work like new one tell difference new one bough refurbish one,positive
5,16-Jun-18,White,Well I’m a big fan of echoes these ones went I’m my bathrooms.  Works just great as expected 👍🏾,1,95,well -PRON- be big fan echo one go -PRON- be bathroom work great expect,positive
5,16-Jun-18,White,Purchased for my 83 year old mother-she loves talking to Alexa! Very responsive-can detect its “name” from all over the room.,1,125,purchase 83 year old mothershe love talk alexa responsivecan detect name room,positive
5,16-Jun-18,Black,This is just like new -- same performance as our brand new one; no problems.,1,76,like new performance brand new one problem,positive
2,15-Jun-18,Black,The echo dot disconnects from the speaker about 12-20 times a day. Do not buy the refurbished product.  2 stars for effort.,0,123,echo dot disconnect speaker 1220 times day buy refurbish product 2 star effort,negative
5,15-Jun-18,Black,Love it.  Great product,1,23,love great product,positive
5,15-Jun-18,White,it works good.  very satisfied,1,30,work good satisfied,positive
3,14-Jun-18,Black,"I love Alexa, but the sound on the dot is not the best. I own an echo 2nd gen for the kitchen/living room and got this for my bedroom, but there’s a SIGNIFICANT difference in sound. The dot lacks a full base sound and sounds as if it’s coming off a cheap portable speaker. I was REALLY disappointed. I returned it right away and just shelled out the money to buy a second echo 2 for my bedroom also.",1,399,love alexa sound dot good echo 2nd gen kitchenliving room get bedroom there s significant difference sound dot lack full base sound sound come cheap portable speaker really disappoint return right away shell money buy second echo 2 bedroom also,negative
5,14-Jun-18,Black,"Took me awhile to get it connected. I'm not electronically savy but now that it is, I love it.",1,94,take awhile get connect -PRON- be electronically savy love,positive
1,14-Jun-18,Black,cant seem to get this thing to sink with my wireless not sure If I will be returning it will try one more time.,0,111,can not seem get thing sink wireless sure return try one time,negative
5,14-Jun-18,Black,Absolutely love it!,1,19,absolutely love,positive
1,14-Jun-18,Black,product stopped working after return time ran out,0,49,product stop work return time run,negative
5,14-Jun-18,Black,Second Dot work great for refurbishedThought it was new,1,55,second dot work great refurbishedthought new,positive
5,14-Jun-18,Black,Love these guys they work so great,1,34,love guy work great,positive
5,14-Jun-18,White,"I love this as a second &#34;Alexa&#34; in our bedroom.  Great for checking weather, for meditation music, and as a timer - Perfect for my husband who has to use eye drops multiple times each day and keep his eyes closed for 5 minutes.",1,235,love second 34alexa34 bedroom great checking weather meditation music timer perfect husband use eye drop multiple time day keep eye close 5 minute,positive
5,13-Jun-18,Black,I purchased this refurbished.  Works just like brand new.  3 minute set up. Very easy.  Now I have echo dot that I can command to start playing music for my backyard deck sound system.,1,184,purchase refurbish work like brand new 3 minute set easy echo dot command start play music backyard deck sound system,positive
3,12-Jun-18,Black,Not substitute for the original.  The echo dot performs well but sound quality is poor.  To listen it has to be at the highest level 10.,1,136,substitute original echo dot perform well sound quality poor listen high level 10,negative
5,12-Jun-18,Black,Love the Echo Dot. Helps husband get Netflix and other apps on our Amazon Fire TV.  No problems with it being refurbished. Planning on getting another one for the Amazon Fire Stick in bedroom.,1,192,love echo dot help husband get netflix app amazon fire tv problem refurbish plan get another one amazon fire stick bedroom,positive
1,12-Jun-18,Black,"Stopped working after 7 months. The warranty was only good for 3 months. I would have assumed an amazon product sold on amazon would have had higher standards than guaranteeing that it would work for 3 whole months. I mean what is this product supposed to be, a piece of junk?They offered my a 15% discount if I wanted to buy another one. Why would I want to buy another one?",0,375,stop work 7 month warranty good 3 month would assume amazon product sell amazon would high standard guarantee would work 3 whole month mean product suppose piece junkthey offer 15 discount want buy another one would want buy another one,negative
5,12-Jun-18,White,"Just like new. No problems whatsoever, Alexa. Thank you.",1,56,like new problem whatsoever alexa thank,positive
3,12-Jun-18,Black,I like my uncle. But sometime it goes a little Haywire,1,54,like uncle sometime go little haywire,negative
1,12-Jun-18,Black,Bought this for my son and it didn’t work. He had to return it.,0,63,buy son do not work return,negative
1,12-Jun-18,Black,Bought 2 and both quit connecting to wifi and responding to voice within 9 months. Hard and soft reset will not fix the problem.,0,128,buy 2 quit connect wifi respond voice within 9 month hard soft reset fix problem,negative
3,12-Jun-18,Black,"I received my Echo Dot today in good condition, but be advised: I paid $29.99 for it and Amazon has (as of this writing) raised the price to $39.99, so do your research before buying so you can get a good deal!Set up with the Dot went simple enough — plug it in, follow the app instructions... except initially it took a while to actually show up in my iPhone’s WiFi settings. I called Amazon customer service, and I dunno what it is, but lately I’ve been getting terrible support. The guy that took my call just rambled off a (completely unhelpful) script and I ended up setting up the Dot while he was in the middle of his spiel.I’m not sure if this is the norm or if it’s because this is refurbished, but the Dot has a pretty finicky wifi range and randomly disconnects even though the app shows that the range of my 5GHz connection is strong. Reconnecting is a pain each time as well.All that said, when Alexa works, she works amazingly well. I don’t have a speaker hooked up to it, but one thing I really enjoy is the mic’s range and sensitivity. One of the more annoying limitations of Apple’s Siri is that when she’s playing audio through device speakers (music, podcasts, etc), the “Hey Siri” feature is all but useless. Alexa has no problem hearing me over whatever is playing at the time, and with amazingly fast responsiveness too. I haven’t tried this with louder speakers yet, so I’m not sure if this will continue to hold true.Setting up Alexa to control all my wireless devices was a breeze, albeit with limitations — support for Arlo devices is nil, and if you have special settings for your LED devices (eg. rainbow effects), Alexa can’t handle them, she only knows how to change solid colors and brightness levels.All in all, my rating would’ve been lower had I not gotten a decent price on this item. If the connectivity problems persist, I may have to exchange/return this item. I don’t want to though — Alexa’s kind of growing on me.",1,1954,receive echo dot today good condition advise pay 2999 amazon writing raise price 3999 research buying get good dealset dot go simple enough plug follow app instruction except initially take actually show iphone wifi setting call amazon customer service dunno lately -PRON- have get terrible support guy take call ramble completely unhelpful script end set dot middle spielim sure norm refurbish dot pretty finicky wifi range randomly disconnect even though app show range 5ghz connection strong reconnecte pain time wellall say alexa works work amazingly well do not speaker hook one thing really enjoy mic range sensitivity one annoying limitation apple siri -PRON- s play audio device speaker music podcast etc hey siri feature useless alexa problem hear whatever play time amazingly fast responsiveness have not try loud speaker yet -PRON- be sure continue hold truesette alexa control wireless device breeze albeit limitation support arlo device nil special setting lead device eg rainbow effect alexa can not handle know change solid color brightness levelsall rating would have lower get decent price item connectivity problem persist may exchangereturn item do not want though alexas kind grow,negative
5,11-Jun-18,Black,I bought it because everyone was saying how much they love theirs. But I have no need for it. I only used it once. The volume was not loud enough for me when I played music while I was on my treadmill. So I rather use my tower speaker which is 3xs louder.,1,255,buy everyone say much love need use volume loud enough play music treadmill rather use tower speaker 3xs louder,positive
5,11-Jun-18,Black,Worked like new.  Will do it again.,1,35,work like new,positive
2,11-Jun-18,Black,The second one which was a refurbished model did work-at least not in my home.,0,78,second one refurbished model workat least home,negative
1,11-Jun-18,White,"Very bad this device, I don’t know if it’s because is refurbished or what but it activated by itself , nobody is talking and he just activated and start talking. When you talk you have to yell super lauded",0,205,bad device do not know refurbish activated nobody talk activate start talk talk yell super laud,negative
5,11-Jun-18,Black,Good as new!! Just like brand new! Save yourself some money. Get one!,1,69,good new like brand new save money get one,positive
5,11-Jun-18,Black,Adding more rooms for convenience,1,33,add room convenience,positive
4,11-Jun-18,Black,"Nice. It works good.Some times is not easy to recognize your voice and you have to repeat several times, some time almost screaming.",1,132,nice work goodsome time easy recognize voice repeat several time time almost scream,positive
5,11-Jun-18,Black,"I took a chance on a certified refurbished unit for $29. Looks brand new...no excuses or disappointments. 5 minute trouble-free set up! Effortless bluetooth speaker connectivity through the Alexa App on my iPhone was flawless. Listening to my favorite tunes through a Bose Bluetooth setup and couldn't be happier. Walk through the door and just ask Alexa to: &#34;Play 80's music&#34; and viola... instant atmosphere! No more opening the iPad, going to settings, turning on bluetooth and then accessing the Pandora app. It just makes things so effortless. A true joy right out of the box! If I didn't discover any other uses for this fine piece of technology it was worth every penny!",1,684,take chance certify refurbish unit 29 look brand newno excuse disappointment 5 minute troublefree set effortless bluetooth speaker connectivity alexa app iphone flawless listen favorite tune bose bluetooth setup could not happy walk door ask alexa 34play 80 music34 viola instant atmosphere open ipad go setting turn bluetooth access pandora app make thing effortless true joy right box do not discover use fine piece technology worth every penny,positive
5,11-Jun-18,Black,Alexa's sister (my second dot),1,30,alexas sister second dot,positive
5,11-Jun-18,Black,"Love my Alexa Echo Dot - I have two of them now - one new, one refurbished.  Both work great and it has become my go to for sooo many things.  I love it as an alarm every morning or whenever.  I love it to play music or sounds of the ocean, or nature sounds when I am trying to sleep.  Just love it for so many things.",1,318,love alexa echo dot two one new one refurbish work great become go sooo many thing love alarm every morning whenever love play music sound ocean nature sound try sleep love many thing,positive
5,10-Jun-18,White,"Bought a refurb, and its works just as my new ones I bought prior! Came in original packaging as well!",1,102,buy refurb work new one buy prior come original packaging well,positive
5,10-Jun-18,Black,Love it. It's like having a second wife.,1,40,love like second wife,positive
1,10-Jun-18,Black,So far not impressed at all. Does not save groups correctly can not understand me most of the time I'm not sure what the excitement is all about. Alexas voice sounds like it's under water how am I supposed to understand!!!!I'm going to return and try a google home!!!,0,267,far impressed save group correctly understand time -PRON- be sure excitement alexas voice sound like water suppose understandim go return try google home,negative
5,10-Jun-18,White,Works well and has no obvious issues from being refurbished.,1,60,work well obvious issue refurbish,positive
5,10-Jun-18,Black,"Works great, can't tell it was refurbished and set up in kids mode.  I have 3 in my home and will be adding more. I love these things.",1,134,work great can not tell refurbish set kid mode 3 home add love thing,positive
1,10-Jun-18,Black,"great product, but useless overall. Too many unnecessary features. Unless you have a smart home you don't need it",0,113,great product useless overall many unnecessary feature unless smart home do not need,negative
5,10-Jun-18,Black,Worked just as good as the two new Echo Dots i preciously purchases.,1,68,work good two new echo dot preciously purchase,positive
4,10-Jun-18,Black,I bought this for my mother and she is in love with it.She loves the guard dog feature.She says that it gives her a sense of security at night and when she leaves the house,1,172,buy mother love itshe love guard dog featureshe say give sense security night leave house,positive
4,10-Jun-18,Black,I bought it mainly to be a speaker when playing music or videos on my phone. Not working for me. Read instructions but not working for me.,1,138,buy mainly speaker play music video phone work read instruction work,positive
4,9-Jun-18,Black,It works,1,8,work,positive
5,8-Jun-18,Black,"Bought two of them and both work great. I'm not much on electronics running my home, but Alexa does all that I want and need to be done.",1,136,buy two work great -PRON- be much electronic run home alexa want need do,positive
4,8-Jun-18,Black,2nd one... more to come,1,23,2nd one come,positive
3,8-Jun-18,Black,Blue light blinks all the time,1,30,blue light blink time,negative
5,8-Jun-18,White,Fun and useful. We're still learning new tricks and useful functionalities. This is the future of human to computer interface and household automation. Just like Star Trek! Who knew it would be here so soon?,1,207,fun useful still learn new trick useful functionality future human computer interface household automation like star trek know would soon,positive
4,7-Jun-18,Black,"Works great to control the TV lights and various other devices. Lately I've been using it when i wake up and don't know what time it is but don't want to open my eyes. Just shout out &#34;Alexa, What time is it?&#34; if i could just figure out how to get it to do house hold chores and walk the dogs it'd be golden! sound is not that great but with its size what can you expect. The Echo Plus has much better audio but that is what you get with the larger more expensive Echo.",1,476,work great control tv light various device lately -PRON- have use wake do not know time do not want open eye shout 34alexa time it34 could figure get house hold chore walk dog -PRON- d golden sound great size expect echo plus much well audio get large expensive echo,positive
5,7-Jun-18,White,Works great!,1,12,work great,positive
5,7-Jun-18,Black,Wasn't sure if I'd like this product but after having it for a little while I want one in every room! My daughter is constantly asking alexa how to spell words. We've barely tapped into all the things this product is capable of and I'm looking forward to learning all of its capabilities!,1,288,be not sure -PRON- d like product little want one every room daughter constantly ask alexa spell word -PRON- have barely tap thing product capable -PRON- be look forward learning capability,positive
5,7-Jun-18,Black,A++++,1,5,,positive
5,7-Jun-18,Black,Great product. Works well,1,25,great product work well,positive
5,6-Jun-18,Black,Absolutly love it !,1,19,absolutly love,positive
5,6-Jun-18,Black,Bought my first echo dot and loved it so I got this for work. Absolutely love it!,1,81,buy first echo dot love get work absolutely love,positive
4,6-Jun-18,Black,works as promised,1,17,work promise,positive
5,6-Jun-18,Black,Works great with my existing smart home setup.,1,46,work great exist smart home setup,positive
5,6-Jun-18,Black,Perfect. Could not tell the difference from a new one.,1,54,perfect could tell difference new one,positive
1,6-Jun-18,White,I cant figure out how to use it.,0,32,can not figure use,negative
3,5-Jun-18,White,Good sometimes can’t hear well,1,30,good sometimes can not hear well,negative
5,5-Jun-18,Black,"I was a little apprehensive about buying a refurbished electronic product, but with Amazon's guarantee, thought I would try it. Glad I did, and will probably buy another refurb product form Amazon. I love the Alexa products and have several. This one sits on my desk. Has a small footprint, but has great sound and I use it daily. Works great.",1,343,little apprehensive buying refurbish electronic product amazon guarantee thought would try glad probably buy another refurb product form amazon love alexa product several one sit desk small footprint great sound use daily work great,positive
3,5-Jun-18,Black,Not bad bad speaker for sound,1,29,bad bad speaker sound,negative
4,5-Jun-18,Black,"This is a great device. We mainly use it to verbally add things to the shopping list, but occasionally use any number of the &#34;fun&#34; things you can program it to do, like go to Red Alert or make the TARDIS land (yes, we're a house of geeks... we even chose the wake-word to be &#34;Computer&#34; instead of &#34;Alexa&#34;. Now we just need Majel Barret's voice and I will be in geek heaven.) ;)It's not as easy to get my Premium Spotify to work properly with it, and still not sure how we can get multiple music accounts attached so we can listen to different music in different rooms, but so far it's still been worth it. I am often asking it the time, the weather, it even gives us a news briefing. We also use it as an intercom system which has been really awesome. Plus it's fun knowing the NSA is listening to everything.",1,833,great device mainly use verbally add thing shopping list occasionally use number 34fun34 thing program like go red alert make tardis land yes house geek even choose wakeword 34computer34 instead 34alexa34 need majel barret voice geek heaven easy get premium spotify work properly still sure get multiple music account attach listen different music different room far still worth often ask time weather even give -PRON- news briefing also use intercom system really awesome plus fun know nsa listen everything,positive
5,5-Jun-18,Black,We all love her!,1,16,love,positive
5,5-Jun-18,White,I purchased this for my daughter and we all love this!!!! its amazing!! we love the games!,1,90,purchase daughter love amazing love game,positive
2,5-Jun-18,Black,It doesn’t always  work,0,23,do not always work,negative
5,5-Jun-18,White,Good as new! Perfectly packaged and I have had zero issues with the dot.,1,72,good new perfectly package zero issue dot,positive
5,4-Jun-18,White,Love it! Bought for my granddaughter who is 3 for her to play music and ask questions. She is entertained for hours! Good buy in my honest opinion!,1,147,love buy granddaughter 3 play music ask question entertain hour good buy honest opinion,positive
5,3-Jun-18,Black,No issues...works and looks great!!!,1,36,issueswork look great,positive
5,3-Jun-18,Black,This is a fun toy.  My daughter have me it.  It reads to me!,1,60,fun toy daughter read,positive
5,3-Jun-18,Black,"Refurbish Echo Dot received as new condition, as new packaging, no complaints. Neat little gadget.(Drives my wife nuts!)",1,120,refurbish echo dot receive new condition new packaging complaint neat little gadgetdrive wife nut,positive
3,3-Jun-18,Black,"I received an Echo as a gift, loved it so much I decided to get the Dot for my bedroom. Both very easy to set up but a big difference in the sound quality. I would still buy it again.",1,183,receive echo gift love much decide get dot bedroom easy set big difference sound quality would still buy,negative
4,3-Jun-18,Black,Worked as advertised. Thanks,1,28,work advertise thank,positive
1,3-Jun-18,Black,All the new Amazon products I have are great everything I bought refurbished is complete garbage. I will never purchase Amazon refurbished again total dissatisfaction,0,166,new amazon product great everything buy refurbish complete garbage never purchase amazon refurbish total dissatisfaction,negative
5,2-Jun-18,Black,Works good.  Microphone is not as good as the better Echo products,1,66,work good microphone good well echo product,positive
5,2-Jun-18,Black,Took a little work to set up but I finally got it.  Sound quality not the best but for what I got it for it works great.  I check weather and ask a few cooking questions in the kitchen with it.  I do play the radio on it when I want some music but will probably upgrade to the Echo plus for better sound.,1,304,take little work set finally get sound quality best get work great check weather ask cooking question kitchen play radio want music probably upgrade echo plus well sound,positive
5,1-Jun-18,Black,Love Alexa these are the best thing I have ever bought don't know how I ever lived with out these things amazing so happy with this product just wish it would use google to,1,172,love alexa good thing ever buy do not know ever live thing amazing happy product wish would use google,positive
5,1-Jun-18,White,I loved it it works great,1,25,love work great,positive
1,31-May-18,White,Extremely low in volume,0,23,extremely low volume,negative
4,31-May-18,Black,"I had some trouble getting the program downloaded from my phone. I ended up using my computer. It is interesting that the answers come from Wikipedia. However, I will give Echo dot an &#34;A&#34; in the music playing department. I heard songs and music totally forgotten on the mainstream stations. Also amusing when Alexa responds, I don't know that. Why does she think the yards of cotton fabric refer to football playing???? If I had paid full price for this gadget I would have been sorely disappointed. Now it seems reasonable and a step above HAL.",1,553,trouble get program download phone end use computer interesting answer come wikipedia however give echo dot 34a34 music play department hear song music totally forget mainstream station also amuse alexa respond do not know think yard cotton fabric refer football playing pay full price gadget would sorely disappointed seem reasonable step hal,positive
1,31-May-18,White,"Brought to replace one that I moved and doesn't have the same range as my previous (non refurbished) unit. It would seldom be able to find the Wi-Fi and couldn't connect. Got tired of hearing the message (&#34;trouble connecting...check the Alexa app...&#34;) and just unplugged it. I went through the troubleshooting and reconnected it several times, it's just not as strong.",0,376,bring replace one move do not range previous non refurbished unit would seldom able find wifi could not connect get tired hear message 34trouble connectingcheck alexa app34 unplugged go troubleshooting reconnecte several time strong,negative
1,31-May-18,Black,"If you want to listen to music and have it come through several of the Echo/Dot units simultaneously, YOU MUST PAY A MONTHLY FEE. I thought this was Amazon, not Apple??!! I’ve paid for many of these so I could have one in each room, is that not enough of my money??!!??",0,269,want listen music come several echodot unit simultaneously must pay monthly fee think amazon apple -PRON- have pay many could one room enough money,negative
5,31-May-18,Black,"Purchased as a gift,",1,20,purchase gift,positive
5,31-May-18,Black,Love it,1,7,love,positive
4,31-May-18,Black,"Overall good device. It was bought for a workout room, and has issues reaching a volume that can be heard over a standard row machine. It could use a much better speaker.",1,170,overall good device buy workout room issue reach volume hear standard row machine could use much well speaker,positive
5,31-May-18,White,Works great and simple to set up. Alexa is way more accurate than I imagined so Im using it more than I thought. Wish alarms could be set a bit further out but thats my only complaint.No she's not listening when you don't say the wake word so if you're worried you can lose the conspiracy theories. The speaker is great too so don't hold off on getting one if you were turned off by gen 1 like me.,1,397,work great simple set alexa way accurate imagine -PRON- be use thought wish alarm could set bit that s complaintno -PRON- s listen do not say wake word -PRON- be worry lose conspiracy theory speaker great do not hold get one turn gen 1 like,positive
5,31-May-18,Black,The voice clarity has made my eavesdropping efforts so much easier - the government. :),1,87,voice clarity make eavesdrop effort much easy government,positive
5,31-May-18,White,Worked perfect,1,14,work perfect,positive
4,30-May-18,White,"Had a little trouble at the beginning until I replaced my old router and it works good except for current temperature and at times Alexa will be off by as much as 10 degrees!  Like when it was 91 degrees, Alexa would say it was 81 degrees.  Otherwise, everything works as expected and enjoy listening to music from Amazon and my Pandora stations and requesting my favorite song or recording artist.",1,398,little trouble begin replace old router work good except current temperature time alexa much 10 degree like 91 degree alexa would say 81 degree otherwise everything work expect enjoy listen music amazon pandora station request favorite song record artist,positive
5,30-May-18,Black,I bought three of these and all three have worked flawlessly. If they weren't labeled as refurbished I wouldn't have known,1,122,buy three three work flawlessly be not label refurbish would not known,positive
5,30-May-18,Black,"This device works perfectly and was a good price.  We love Alexa and are having great fun with her.  The music is great and we get the radio stations we need for our morning traffic report.  I didn’t think I would enjoy having AI in the house, but it is fun, educational and entertaining even for people who aren’t tech savvy.",1,326,device work perfectly good price love alexa great fun music great get radio station need morning traffic report do not think would enjoy ai house fun educational entertaining even people be not tech savvy,positive
1,30-May-18,White,Eh. It’s works on and off. Half the time it does not respond when you say wake up name. Other then that works fine,0,114,eh work half time respond say wake name work fine,negative
5,30-May-18,White,Great little thing. Works better than siri.,1,43,great little thing work well siri,positive
5,29-May-18,Black,It’s amazing I love it,1,22,amazing love,positive
5,28-May-18,Black,Bought this for my son and he loves it.,1,39,buy son love,positive
4,28-May-18,White,"I own the first and second generation Echo Dot.  I think I prefer the volume ring of the first gen better than the buttons on the second gen, but still more than does the job and great for the price I got it for.  I'd still definitely recommend.",1,245,first second generation echo dot think prefer volume re first gen better button second gen still job great price get -PRON- d still definitely recommend,positive
5,28-May-18,Black,Very fun to use and having morning briefing,1,43,fun use morning briefing,positive
5,28-May-18,Black,Arrived on time and works amazing!!!,1,36,arrive time work amazing,positive
5,28-May-18,White,"Just like new, set-up was quick & easy.",1,39,like new setup quick easy,positive
5,28-May-18,Black,"like new, good refurbishing",1,27,like new good refurbishing,positive
5,28-May-18,Black,Love it,1,7,love,positive
4,27-May-18,Black,Love my echo dot!!!,1,19,love echo dot,positive
5,27-May-18,Black,I like that it knows my music type.The least is that it isn't wireless and the volume is not that high.,1,103,like know music typethe least be not wireless volume high,positive
5,27-May-18,White,great product!,1,14,great product,positive
3,27-May-18,Black,"It works great, but the reason I'm leaving 3 stars is because it wont play unless it plugged in the whole time. Pretty irritating especially when there is no outlet available.",1,175,work great reason -PRON- be leave 3 star will not play unless plug whole time pretty irritating especially outlet available,negative
5,27-May-18,White,Works great!,1,12,work great,positive
5,27-May-18,Black,I love it ita like having a personal assistant and computer and everything else in one.,1,87,love ita like personal assistant computer everything else one,positive
5,27-May-18,Black,"The problem I have with this item could just be my inexperience. I ordered the wrong thing, but then decided I’d set it up and use Alexa. I was trying to replace a small Bluetooth speaker in my bedroom. Thought I could learn as I go. I downloaded the app, but never could get the Echo to sync with my iPhone. I’ve decided to give this to one of my kids and they will probably enjoy it and use it as it is intended.",1,414,problem item could inexperience order wrong thing decide -PRON- d set use alexa try replace small bluetooth speaker bedroom thought could learn go downloaded app never could get echo sync iphone -PRON- have decide give one kid probably enjoy use intend,positive
5,27-May-18,Black,Es perfecto.,1,12,es perfecto,positive
5,27-May-18,Black,Working good so far.,1,20,work good far,positive
5,27-May-18,Black,Working great and my daughter loves it!,1,39,work great daughter love,positive
5,26-May-18,Black,Works great,1,11,work great,positive
5,26-May-18,White,I love it,1,9,love,positive
1,26-May-18,White,"I wanted a white dot for my white bathroom.  The top is black as shown, which I knew, but I did not realize the cord and plug were also black. I wanted a white cord and plug.",0,174,want white dot white bathroom top black shown know realize cord plug also black want white cord plug,negative
5,26-May-18,Black, ,1,1,,positive
5,25-May-18,White,WORKS GREAT,1,11,work great,positive
5,25-May-18,Black,Amazing!,1,8,amazing,positive
5,25-May-18,Black,Great product,1,13,great product,positive
5,25-May-18,White,Works perfectly,1,15,work perfectly,positive
4,25-May-18,Black,Perfect,1,7,perfect,positive
1,24-May-18,Black,I set up the Echo Dot and it worked for an hour and then died completely. DO NOT BUY refurbished!!!! I sent back for return the day after I received.,0,149,set echo dot work hour die completely buy refurbish send back return day receive,negative
1,24-May-18,Black,This Echo Dot is horrible. The volume on my phone is louder than than this device. My boss has one at this is not the case,0,122,echo dot horrible volume phone loud device boss one case,negative
4,24-May-18,Black,Overall it works very well. Some connectivity issues but it was definitely worth the money!,1,91,overall work well connectivity issue definitely worth money,positive
5,24-May-18,Black,Have had no issues with this refurbished unit. It performed expected. I would buy another one if needed.,1,104,issue refurbish unit perform expect would buy another one need,positive
5,24-May-18,White,Great for mom its inside an owlhead in her jacuzzi,1,50,great mom inside owlhead jacuzzi,positive
5,23-May-18,Black,Works great - I put this in my son's room and use the drop in option to get his attention when he is gaming or watching tv.,1,123,work great put son room use drop option get attention gaming watch tv,positive
4,23-May-18,White,It was perfect,1,14,perfect,positive
5,23-May-18,Black,It looked brand nrw!! I have nothing to.complain about!! I will defently be ordering more,1,89,look brand nrw nothing tocomplain defently order,positive
2,23-May-18,White,It's ok. The speaker is pretty terrible. Google home is a better product.,0,73,ok speaker pretty terrible google home well product,negative
5,23-May-18,Black,I love it!,1,10,love,positive
5,22-May-18,White,"I love this, answers all my stupid questions and tells me the weather for when I don’t get off the couch",1,104,love answer stupid question tell weather do not get couch,positive
